1707861273668,34304.034375
1707861273796,34115.742773437494
1707861273923,34062.6908203125
1707861274050,34909.1314453125
1707861274178,33900.10839843749
1707861274305,33378.474023437506
1707861274432,33551.963671875
1707861274560,34232.43515625
1707861274687,33684.0955078125
1707861274814,34144.788867187504
1707861274941,33996.4306640625
1707861275069,33804.573046875
1707861275196,33947.2435546875
1707861275323,34696.69453125
1707861275451,34029.40136718751
1707861275578,34417.1806640625
1707861275705,34047.24140625
1707861275833,34759.3189453125
1707861275960,34035.4775390625
1707861276087,34010.8541015625
1707861276214,33566.536523437506
1707861276345,33816.16757812501
1707861276469,34600.51171875
1707861276596,34058.8857421875
1707861276724,34033.116796875
1707861276857,34252.576171875
1707861276978,34118.023828125
1707861277106,34823.656640625
1707861277233,34258.891406250004
1707861277365,34921.154296875
1707861277488,34140.336328125
1707861277615,33477.63515625
1707861277742,34188.228515625
1707861277878,34298.45625
1707861277997,33909.8701171875
1707861278124,34313.07890625
1707861278251,33687.6515625
1707861278379,33835.691015625
1707861278506,33902.44921875
1707861278633,33804.83203125
1707861278761,34121.5400390625
1707861278888,34679.80078125
1707861279015,34614.0486328125
1707861279143,34507.0283203125
1707861279270,34462.8615234375
1707861279398,34846.02890625
1707861279525,34447.8703125
1707861279652,34511.879296875
1707861279779,34649.937890625006
1707861279907,34196.4263671875
1707861280034,33684.6333984375
1707861280161,34423.7349609375
1707861280289,34589.634375
1707861280416,34459.74375
1707861280543,34411.4232421875
1707861280670,33658.44609375
1707861280798,34085.8400390625
1707861280927,34840.490625
1707861281052,34817.5705078125
1707861281180,35003.122851562504
1707861281307,34933.386328125
1707861281439,34185.5888671875
1707861281562,34355.2634765625
1707861281689,34667.6484375
1707861281816,34745.0748046875
1707861281947,34635.2953125
1707861282071,34316.156835937494
1707861282198,34279.29140625
1707861282326,33653.7544921875
1707861282458,34239.786328125
1707861282580,34036.742578125
1707861282708,34586.028515625
1707861282835,35065.647656249996
1707861282962,35110.1630859375
1707861283090,34585.7794921875
1707861283217,34434.303515625
1707861283344,34986.5578125
1707861283481,35040.446484375
1707861283599,35482.911328125
1707861283726,34682.7392578125
1707861283853,34588.737890625
1707861283986,34502.3068359375
1707861284108,34113.800390624994
1707861284235,33989.039648437494
1707861284363,35203.606640625
1707861284490,34905.3064453125
1707861284618,34921.433203124994
1707861284745,34543.714453124994
1707861284872,34895.5646484375
1707861284999,34590.94921875001
1707861285127,34977.3638671875
1707861285254,35595.3802734375
1707861285381,35116.3986328125
1707861285519,34473.56953125
1707861285636,34721.15859375
1707861285763,34878.282421875
1707861285891,34830.0416015625
1707861286018,34271.462109375
1707861286145,34888.143749999996
1707861286273,34667.349609375
1707861286400,34368.521484375
1707861286535,34572.880078125
1707861286655,34647.0791015625
1707861286782,35721.296484375
1707861286909,35533.074609375
1707861287037,34468.907812499994
1707861287164,35305.6962890625
1707861287291,35106.746484375
1707861287419,34460.16210937499
1707861287546,34486.1701171875
1707861287673,34563.1083984375
1707861287801,33805.5990234375
1707861287928,34646.710546875
1707861288058,35252.315625
1707861288183,34317.113085937504
1707861288310,34695.0310546875
1707861288437,34679.09355468749
1707861288568,34557.101953125
1707861288692,34978.389843749996
1707861288819,34419.2326171875
1707861288947,34762.1279296875
1707861289074,35156.3619140625
1707861289202,35379.018749999996
1707861289329,35312.5693359375
1707861289456,35654.8072265625
1707861289584,34526.780859375
1707861289711,34566.1365234375
1707861289838,34614.5666015625
1707861289966,34103.9091796875
1707861290102,34164.720703125
1707861290220,34447.2826171875
1707861290348,35113.480078125
1707861290475,35192.569921875
1707861290602,35566.7724609375
1707861290730,34979.007421875
1707861290857,34968.986718750006
1707861290984,35497.94238281249
1707861291120,35742.861914062494
1707861291239,35307.359765625
1707861291366,35129.11875
1707861291494,35046.403125
1707861291621,35421.1734375
1707861291748,35631.000585937494
1707861291876,34573.8263671875
1707861292003,34378.741406249996
1707861292130,35187.48984375
1707861292258,35195.737499999996
1707861292385,34939.0341796875
1707861292512,34670.407617187506
1707861292640,35180.417578125
1707861292767,34945.040625
1707861292894,35337.86015625
1707861293022,35726.1375
1707861293159,35144.886914062496
1707861293277,35401.3412109375
1707861293404,34976.5072265625
1707861293531,34660.506445312494
1707861293665,35184.2326171875
1707861293786,34904.818359375
1707861293913,35002.674609375
1707861294041,35324.5921875
1707861294168,35194.78125
1707861294295,34896.620507812506
1707861294423,35167.9763671875
1707861294550,34931.46386718749
1707861294677,35784.38906249999
1707861294805,35475.5103515625
1707861294932,35233.270312500004
1707861295060,35396.23125
1707861295188,35441.991796875
1707861295314,35244.1376953125
1707861295442,35269.7771484375
1707861295569,35471.0478515625
1707861295696,35039.958398437506
1707861295824,34981.248632812494
1707861295951,34852.105078125
1707861296078,34943.765625
1707861296206,34703.3384765625
1707861296333,35076.983203125004
1707861296460,35263.073437499996
1707861296588,35208.2484375
1707861296721,35607.144140625
1707861296842,35477.5025390625
1707861296970,35446.175390625
1707861297097,35816.383593750004
1707861297232,35198.905078125
1707861297352,35133.2625
1707861297479,35652.566015625
1707861297607,35232.1546875
1707861297734,35135.7328125
1707861297861,35104.734375
1707861297989,34826.8640625
1707861298116,35065.348828125
1707861298254,34789.1220703125
1707861298371,35009.886328125
1707861298498,34863.311132812494
1707861298626,35176.433203125
