window_size,window_step,min_temp,max_temp,gaussian_blur_kernel_size,mask_type,bandpass_low_cut,bandpass_high_cut,mask_low_accuracy,mask_borders,dilate_kernel_size,id,rmse,mae,r2,true_respiratory_frequency,author,position,date
10,10,18,34,3,otsu,0.1,0.7,True,5,5,92559531674136052489,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,18,34,5,otsu,0.1,0.7,True,5,3,9066242164321675038,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,18,34,5,otsu,0.1,0.7,True,5,5,9139859749781841568,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,18,36,1,otsu,0.1,0.7,True,5,3,96602696590680917362,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,18,36,1,otsu,0.1,0.7,True,5,5,938787342082810834,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,18,36,3,otsu,0.1,0.7,True,5,3,5375378802883551939,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,18,36,3,otsu,0.1,0.7,True,5,5,6350383577090789952,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,18,36,5,otsu,0.1,0.7,True,5,3,8683690968392053347,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,18,36,5,otsu,0.1,0.7,True,5,5,1038339651785788587,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,20,30,1,otsu,0.1,0.7,True,5,3,95089438647370155083,0.12951675859878017,0.12951675859878017,-inf,0.5,lucas,left,02
10,10,20,30,1,otsu,0.1,0.7,True,5,5,4971225999716606670,0.09912488766164279,0.09912488766164279,-inf,0.5,lucas,left,02
10,10,20,30,3,otsu,0.1,0.7,True,5,3,4163998292639478733,0.1622766315328466,0.1622766315328466,-inf,0.5,lucas,left,02
10,10,20,30,3,otsu,0.1,0.7,True,5,5,93526052494587557793,0.11832558403639909,0.11832558403639909,-inf,0.5,lucas,left,02
10,10,20,30,5,otsu,0.1,0.7,True,5,3,90918756088721416571,0.15199730710461973,0.15199730710461973,-inf,0.5,lucas,left,02
10,10,20,30,5,otsu,0.1,0.7,True,5,5,92294415389460756795,0.12184251181541812,0.12184251181541812,-inf,0.5,lucas,left,02
10,10,20,32,1,otsu,0.1,0.7,True,5,3,6044457858997396521,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,32,1,otsu,0.1,0.7,True,5,5,98167793732746352477,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,32,3,otsu,0.1,0.7,True,5,3,4982005654012565866,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,20,32,3,otsu,0.1,0.7,True,5,5,6710884116207474565,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,32,5,otsu,0.1,0.7,True,5,3,2373002649299893973,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,20,32,5,otsu,0.1,0.7,True,5,5,3735216273787320356,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,20,34,1,otsu,0.1,0.7,True,5,3,2466925537729231193,0.028059190127678723,0.028059190127678723,-inf,0.5,lucas,left,02
10,10,20,34,1,otsu,0.1,0.7,True,5,5,1922566635593831405,0.028059190127678723,0.028059190127678723,-inf,0.5,lucas,left,02
10,10,20,34,3,otsu,0.1,0.7,True,5,3,98092401340099141238,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,34,3,otsu,0.1,0.7,True,5,5,95948742859937540512,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,34,5,otsu,0.1,0.7,True,5,3,95373583451720403430,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,34,5,otsu,0.1,0.7,True,5,5,7630857859724382712,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,20,36,1,otsu,0.1,0.7,True,5,3,6678998327477675051,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,36,1,otsu,0.1,0.7,True,5,5,3997015101426936895,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,20,36,3,otsu,0.1,0.7,True,5,3,91359244297132082000,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,20,36,3,otsu,0.1,0.7,True,5,5,348469544594368829,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,20,36,5,otsu,0.1,0.7,True,5,3,7517089762250251832,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
